Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability
15503;1000000530430224119;63862092742810;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.018, 0.104, 0.994);(0.000, 0.000, 0.000);63.875;VALID;(-0.021, 0.104, 0.994);(-0.033, 0.000, 0.000);0.307;3.917;12.765;VALID;(-0.018, 0.104, 0.994);(0.033, 0.000, 0.000);0.352;4.311;12.245;2;0.3561174
15504;1000000530435228080;63862092742810;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.018, 0.104, 0.994);(0.000, 0.000, 0.000);63.875;VALID;(-0.021, 0.104, 0.994);(-0.033, 0.000, 0.000);0.307;3.915;12.765;VALID;(-0.018, 0.104, 0.994);(0.033, 0.000, 0.000);0.352;4.309;12.245;2;0.5594237
15505;1000000530440232027;63862092742820;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.018, 0.105, 0.994);(0.000, 0.000, 0.000);63.875;VALID;(-0.021, 0.104, 0.994);(-0.033, 0.000, 0.000);0.307;3.913;12.765;VALID;(-0.018, 0.105, 0.994);(0.033, 0.000, 0.000);0.352;4.305;12.245;2;0.5564952
15506;1000000530445235943;63862092742821;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.018, 0.105, 0.994);(0.000, 0.000, 0.000);63.875;VALID;(-0.021, 0.104, 0.994);(-0.033, 0.000, 0.000);0.306;3.912;12.765;VALID;(-0.018, 0.105, 0.994);(0.033, 0.000, 0.000);0.351;4.303;12.245;2;0.6368384
15507;1000000530450239814;63862092742831;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.018, 0.105, 0.994);(0.000, 0.000, 0.000);63.875;VALID;(-0.021, 0.105, 0.994);(-0.033, 0.000, 0.000);0.306;3.911;12.765;VALID;(-0.018, 0.105, 0.994);(0.033, 0.000, 0.000);0.351;4.301;12.245;2;0.7365152
15508;1000000530455243536;63862092742831;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.018, 0.106, 0.994);(0.000, 0.000, 0.000);63.875;VALID;(-0.021, 0.105, 0.994);(-0.033, 0.000, 0.000);0.306;3.910;12.765;VALID;(-0.018, 0.106, 0.994);(0.033, 0.000, 0.000);0.351;4.299;12.245;2;0.7405078
15509;1000000530460247110;63862092742844;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.018, 0.106, 0.994);(0.000, 0.000, 0.000);63.875;VALID;(-0.020, 0.105, 0.994);(-0.033, 0.000, 0.000);0.306;3.909;12.765;VALID;(-0.018, 0.106, 0.994);(0.033, 0.000, 0.000);0.351;4.296;12.245;2;0.784545
15510;1000000530465247103;63862092742844;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.018, 0.106, 0.994);(0.000, 0.000, 0.000);63.875;VALID;(-0.020, 0.105, 0.994);(-0.033, 0.000, 0.000);0.306;3.907;12.765;VALID;(-0.018, 0.106, 0.994);(0.033, 0.000, 0.000);0.351;4.293;12.245;2;0.8194473
15511;1000000530470246960;63862092742855;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.018, 0.106, 0.994);(0.000, 0.000, 0.000);63.875;VALID;(-0.020, 0.105, 0.994);(-0.033, 0.000, 0.000);0.306;3.903;12.765;VALID;(-0.018, 0.106, 0.994);(0.033, 0.000, 0.000);0.350;4.292;12.245;2;0.825385
15512;1000000530475246736;63862092742855;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.018, 0.106, 0.994);(0.000, 0.000, 0.000);63.875;VALID;(-0.020, 0.106, 0.994);(-0.033, 0.000, 0.000);0.305;3.900;12.765;VALID;(-0.018, 0.106, 0.994);(0.033, 0.000, 0.000);0.350;4.290;12.245;2;0.8251677
15513;1000000530480246501;63862092742865;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.018, 0.106, 0.994);(0.000, 0.000, 0.000);63.875;VALID;(-0.020, 0.106, 0.994);(-0.033, 0.000, 0.000);0.305;3.898;12.765;VALID;(-0.018, 0.106, 0.994);(0.033, 0.000, 0.000);0.350;4.289;12.245;2;0.7924994
15514;1000000530485246449;63862092742866;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.018, 0.107, 0.994);(0.000, 0.000, 0.000);63.875;VALID;(-0.020, 0.106, 0.994);(-0.033, 0.000, 0.000);0.305;3.896;12.765;VALID;(-0.018, 0.107, 0.994);(0.033, 0.000, 0.000);0.350;4.289;12.245;2;0.8599007
15515;1000000530490246532;63862092742866;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.019, 0.107, 0.994);(0.000, 0.000, 0.000);63.875;VALID;(-0.020, 0.106, 0.994);(-0.033, 0.000, 0.000);0.305;3.894;12.765;VALID;(-0.019, 0.107, 0.994);(0.033, 0.000, 0.000);0.350;4.290;12.245;2;0.8355859
15516;1000000530495246750;63862092742880;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.019, 0.107, 0.994);(0.000, 0.000, 0.000);63.875;VALID;(-0.020, 0.106, 0.994);(-0.033, 0.000, 0.000);0.305;3.893;12.765;VALID;(-0.019, 0.107, 0.994);(0.033, 0.000, 0.000);0.350;4.290;12.245;2;0.8125448
15517;1000000530500247102;63862092742880;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.019, 0.107, 0.994);(0.000, 0.000, 0.000);63.875;VALID;(-0.020, 0.107, 0.994);(-0.033, 0.000, 0.000);0.305;3.891;12.765;VALID;(-0.019, 0.107, 0.994);(0.033, 0.000, 0.000);0.350;4.289;12.245;2;0.8188025
15518;1000000530505247588;63862092742889;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.019, 0.108, 0.994);(0.000, 0.000, 0.000);63.875;VALID;(-0.020, 0.107, 0.994);(-0.033, 0.000, 0.000);0.305;3.890;12.765;VALID;(-0.019, 0.108, 0.994);(0.033, 0.000, 0.000);0.350;4.289;12.245;2;0.7934194
15519;1000000530510251572;63862092742889;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.019, 0.109, 0.994);(0.000, 0.000, 0.000);63.875;VALID;(-0.020, 0.108, 0.994);(-0.033, 0.000, 0.000);0.305;3.889;12.765;VALID;(-0.019, 0.109, 0.994);(0.033, 0.000, 0.000);0.350;4.289;12.245;2;0.7841344
15520;1000000530515255554;63862092742897;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.018, 0.109, 0.994);(0.000, 0.000, 0.000);63.875;VALID;(-0.019, 0.108, 0.994);(-0.033, 0.000, 0.000);0.305;3.889;12.765;VALID;(-0.018, 0.109, 0.994);(0.033, 0.000, 0.000);0.350;4.289;12.245;2;0.7887391
15521;1000000530520259550;63862092742897;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.018, 0.110, 0.994);(0.000, 0.000, 0.000);63.875;VALID;(-0.019, 0.109, 0.994);(-0.033, 0.000, 0.000);0.305;3.888;12.765;VALID;(-0.018, 0.110, 0.994);(0.033, 0.000, 0.000);0.350;4.287;12.245;2;0.7926529
15522;1000000530525263532;63862092742909;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.018, 0.111, 0.994);(0.000, 0.000, 0.000);63.875;VALID;(-0.019, 0.110, 0.994);(-0.033, 0.000, 0.000);0.305;3.888;12.765;VALID;(-0.018, 0.111, 0.994);(0.033, 0.000, 0.000);0.350;4.287;12.245;2;0.7432583
15523;1000000530530267446;63862092742910;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.018, 0.112, 0.994);(0.000, 0.000, 0.000);63.875;VALID;(-0.019, 0.111, 0.994);(-0.033, 0.000, 0.000);0.304;3.886;12.765;VALID;(-0.018, 0.112, 0.994);(0.033, 0.000, 0.000);0.350;4.286;12.245;2;0.7672963
15524;1000000530535271212;63862092742920;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.018, 0.113, 0.993);(0.000, 0.000, 0.000);63.875;VALID;(-0.019, 0.112, 0.994);(-0.033, 0.000, 0.000);0.304;3.881;12.765;VALID;(-0.018, 0.113, 0.993);(0.033, 0.000, 0.000);0.350;4.284;12.245;2;0.7714108
15525;1000000530540274829;63862092742920;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.018, 0.114, 0.993);(0.000, 0.000, 0.000);63.875;VALID;(-0.018, 0.113, 0.993);(-0.033, 0.000, 0.000);0.304;3.879;12.765;VALID;(-0.018, 0.114, 0.993);(0.033, 0.000, 0.000);0.349;4.276;12.245;2;0.7358736
15526;1000000530545278297;63862092742920;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.018, 0.115, 0.993);(0.000, 0.000, 0.000);63.875;VALID;(-0.018, 0.115, 0.993);(-0.033, 0.000, 0.000);0.304;3.877;12.765;VALID;(-0.018, 0.115, 0.993);(0.033, 0.000, 0.000);0.349;4.273;12.245;2;0.7103354
15527;1000000530550278211;63862092742931;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.017, 0.116, 0.993);(0.000, 0.000, 0.000);63.875;VALID;(-0.017, 0.115, 0.993);(-0.033, 0.000, 0.000);0.304;3.875;12.765;VALID;(-0.017, 0.116, 0.993);(0.033, 0.000, 0.000);0.349;4.269;12.245;2;0.6878719
15528;1000000530555277990;63862092742932;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.017, 0.117, 0.993);(0.000, 0.000, 0.000);63.875;VALID;(-0.017, 0.116, 0.993);(-0.033, 0.000, 0.000);0.304;3.874;12.765;VALID;(-0.017, 0.117, 0.993);(0.033, 0.000, 0.000);0.348;4.267;12.245;2;0.6806561
15529;1000000530560277824;63862092742943;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.017, 0.118, 0.993);(0.000, 0.000, 0.000);63.875;VALID;(-0.016, 0.117, 0.993);(-0.033, 0.000, 0.000);0.303;3.874;12.765;VALID;(-0.017, 0.118, 0.993);(0.033, 0.000, 0.000);0.348;4.266;12.245;2;0.6832654
15530;1000000530565277793;63862092742943;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.016, 0.118, 0.993);(0.000, 0.000, 0.000);63.875;VALID;(-0.016, 0.118, 0.993);(-0.033, 0.000, 0.000);0.303;3.873;12.765;VALID;(-0.016, 0.118, 0.993);(0.033, 0.000, 0.000);0.348;4.258;12.245;2;0.6780727
15531;1000000530570277898;63862092742954;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.016, 0.119, 0.993);(0.000, 0.000, 0.000);63.875;VALID;(-0.015, 0.118, 0.993);(-0.033, 0.000, 0.000);0.303;3.870;12.765;VALID;(-0.016, 0.119, 0.993);(0.033, 0.000, 0.000);0.347;4.249;12.245;2;0.6692356
15532;1000000530575278137;63862092742954;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.016, 0.119, 0.993);(0.000, 0.000, 0.000);63.875;VALID;(-0.015, 0.119, 0.993);(-0.033, 0.000, 0.000);0.303;3.866;12.765;VALID;(-0.016, 0.119, 0.993);(0.033, 0.000, 0.000);0.346;4.242;12.245;2;0.6843258
15533;1000000530580278516;63862092742965;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.016, 0.119, 0.993);(0.000, 0.000, 0.000);63.875;VALID;(-0.015, 0.119, 0.993);(-0.033, 0.000, 0.000);0.302;3.859;12.765;VALID;(-0.016, 0.119, 0.993);(0.033, 0.000, 0.000);0.346;4.238;12.245;2;0.6972709
15534;1000000530585279032;63862092742965;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.015, 0.120, 0.993);(0.000, 0.000, 0.000);63.875;VALID;(-0.015, 0.119, 0.993);(-0.033, 0.000, 0.000);0.302;3.854;12.765;VALID;(-0.015, 0.120, 0.993);(0.033, 0.000, 0.000);0.346;4.233;12.245;2;0.7189084
15535;1000000530590283088;63862092742965;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.015, 0.120, 0.993);(0.000, 0.000, 0.000);63.875;VALID;(-0.015, 0.119, 0.993);(-0.033, 0.000, 0.000);0.301;3.846;12.765;VALID;(-0.015, 0.120, 0.993);(0.033, 0.000, 0.000);0.346;4.231;12.245;2;0.7302591
15536;1000000530595287129;63862092742977;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.015, 0.120, 0.993);(0.000, 0.000, 0.000);63.875;VALID;(-0.015, 0.119, 0.993);(-0.033, 0.000, 0.000);0.301;3.841;12.765;VALID;(-0.015, 0.120, 0.993);(0.033, 0.000, 0.000);0.346;4.231;12.245;2;0.7488737
15537;1000000530600291156;63862092742977;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.015, 0.120, 0.993);(0.000, 0.000, 0.000);63.875;VALID;(-0.014, 0.120, 0.993);(-0.033, 0.000, 0.000);0.301;3.839;12.765;VALID;(-0.015, 0.120, 0.993);(0.033, 0.000, 0.000);0.345;4.230;12.245;2;0.7571559
15538;1000000530605295169;63862092742988;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.015, 0.120, 0.993);(0.000, 0.000, 0.000);63.875;VALID;(-0.014, 0.120, 0.993);(-0.033, 0.000, 0.000);0.301;3.836;12.765;VALID;(-0.015, 0.120, 0.993);(0.033, 0.000, 0.000);0.345;4.229;12.245;2;0.7651811
15539;1000000530610299066;63862092742988;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.015, 0.120, 0.993);(0.000, 0.000, 0.000);63.875;VALID;(-0.014, 0.120, 0.993);(-0.033, 0.000, 0.000);0.300;3.832;12.765;VALID;(-0.015, 0.120, 0.993);(0.033, 0.000, 0.000);0.345;4.227;12.245;2;0.7549146
15540;1000000530615302831;63862092743000;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.014, 0.120, 0.993);(0.000, 0.000, 0.000);63.875;VALID;(-0.014, 0.119, 0.993);(-0.033, 0.000, 0.000);0.300;3.828;12.765;VALID;(-0.014, 0.120, 0.993);(0.033, 0.000, 0.000);0.345;4.222;12.245;2;0.7680899
15541;1000000530620306447;63862092743000;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.014, 0.120, 0.993);(0.000, 0.000, 0.000);63.875;VALID;(-0.013, 0.119, 0.993);(-0.033, 0.000, 0.000);0.300;3.826;12.765;VALID;(-0.014, 0.120, 0.993);(0.033, 0.000, 0.000);0.344;4.217;12.245;2;0.8298264
15542;1000000530625309916;63862092743011;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.013, 0.119, 0.993);(0.000, 0.000, 0.000);63.875;VALID;(-0.013, 0.119, 0.993);(-0.033, 0.000, 0.000);0.300;3.824;12.765;VALID;(-0.013, 0.119, 0.993);(0.033, 0.000, 0.000);0.344;4.213;12.245;2;0.8134384
15543;1000000530630309803;63862092743011;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.013, 0.119, 0.993);(0.000, 0.000, 0.000);63.875;VALID;(-0.013, 0.119, 0.993);(-0.033, 0.000, 0.000);0.299;3.823;12.765;VALID;(-0.013, 0.119, 0.993);(0.033, 0.000, 0.000);0.344;4.209;12.245;2;0.8087314
15544;1000000530635309555;63862092743011;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.013, 0.119, 0.993);(0.000, 0.000, 0.000);63.875;VALID;(-0.012, 0.119, 0.993);(-0.033, 0.000, 0.000);0.299;3.820;12.765;VALID;(-0.013, 0.119, 0.993);(0.033, 0.000, 0.000);0.344;4.206;12.245;2;0.837877
15545;1000000530640309347;63862092743022;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.012, 0.119, 0.993);(0.000, 0.000, 0.000);63.875;VALID;(-0.012, 0.118, 0.993);(-0.033, 0.000, 0.000);0.299;3.814;12.765;VALID;(-0.012, 0.119, 0.993);(0.033, 0.000, 0.000);0.343;4.204;12.245;2;0.8414947
15546;1000000530645309247;63862092743022;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.012, 0.118, 0.993);(0.000, 0.000, 0.000);63.875;VALID;(-0.012, 0.118, 0.993);(-0.033, 0.000, 0.000);0.298;3.808;12.765;VALID;(-0.012, 0.118, 0.993);(0.033, 0.000, 0.000);0.343;4.200;12.245;2;0.8710698
15547;1000000530650309305;63862092743033;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.012, 0.118, 0.993);(0.000, 0.000, 0.000);63.875;VALID;(-0.011, 0.118, 0.993);(-0.033, 0.000, 0.000);0.298;3.802;12.765;VALID;(-0.012, 0.118, 0.993);(0.033, 0.000, 0.000);0.343;4.196;12.245;2;0.8696633
15548;1000000530655309498;63862092743033;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.012, 0.118, 0.993);(0.000, 0.000, 0.000);63.875;VALID;(-0.011, 0.118, 0.993);(-0.033, 0.000, 0.000);0.298;3.799;12.765;VALID;(-0.012, 0.118, 0.993);(0.033, 0.000, 0.000);0.342;4.188;12.245;2;0.8571416
15549;1000000530660309825;63862092743044;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.012, 0.117, 0.993);(0.000, 0.000, 0.000);63.875;VALID;(-0.011, 0.117, 0.993);(-0.033, 0.000, 0.000);0.297;3.791;12.765;VALID;(-0.012, 0.117, 0.993);(0.033, 0.000, 0.000);0.342;4.186;12.245;2;0.8401173
15550;1000000530665310286;63862092743045;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.012, 0.117, 0.993);(0.000, 0.000, 0.000);63.875;VALID;(-0.011, 0.117, 0.993);(-0.033, 0.000, 0.000);0.296;3.784;12.765;VALID;(-0.012, 0.117, 0.993);(0.033, 0.000, 0.000);0.342;4.185;12.245;2;0.8445768
15551;1000000530670310881;63862092743055;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.012, 0.116, 0.993);(0.000, 0.000, 0.000);63.875;VALID;(-0.012, 0.116, 0.993);(-0.033, 0.000, 0.000);0.296;3.779;12.765;VALID;(-0.012, 0.116, 0.993);(0.033, 0.000, 0.000);0.342;4.183;12.245;2;0.8505719
15552;1000000530675314908;63862092743055;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.012, 0.116, 0.993);(0.000, 0.000, 0.000);63.875;VALID;(-0.012, 0.116, 0.993);(-0.033, 0.000, 0.000);0.296;3.778;12.765;VALID;(-0.012, 0.116, 0.993);(0.033, 0.000, 0.000);0.341;4.179;12.245;2;0.8392832
15553;1000000530680318919;63862092743055;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.012, 0.115, 0.993);(0.000, 0.000, 0.000);63.875;VALID;(-0.012, 0.115, 0.993);(-0.033, 0.000, 0.000);0.296;3.777;12.765;VALID;(-0.012, 0.115, 0.993);(0.033, 0.000, 0.000);0.341;4.174;12.245;2;0.8405606
15554;1000000530685322929;63862092743066;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.012, 0.115, 0.993);(0.000, 0.000, 0.000);63.875;VALID;(-0.012, 0.115, 0.993);(-0.033, 0.000, 0.000);0.296;3.776;12.765;VALID;(-0.012, 0.115, 0.993);(0.033, 0.000, 0.000);0.341;4.172;12.245;2;0.8613031
15555;1000000530690326817;63862092743067;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.012, 0.114, 0.993);(0.000, 0.000, 0.000);63.875;VALID;(-0.012, 0.114, 0.993);(-0.033, 0.000, 0.000);0.296;3.775;12.765;VALID;(-0.012, 0.114, 0.993);(0.033, 0.000, 0.000);0.341;4.172;12.245;2;0.8036113
15556;1000000530695330555;63862092743078;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.012, 0.113, 0.994);(0.000, 0.000, 0.000);63.875;VALID;(-0.012, 0.113, 0.994);(-0.033, 0.000, 0.000);0.295;3.769;12.765;VALID;(-0.012, 0.113, 0.994);(0.033, 0.000, 0.000);0.341;4.172;12.245;2;0.7834176
15557;1000000530700334145;63862092743078;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.010, 0.112, 0.994);(0.000, 0.000, 0.000);63.875;VALID;(-0.009, 0.112, 0.994);(-0.033, 0.000, 0.000);0.295;3.762;12.765;VALID;(-0.010, 0.112, 0.994);(0.033, 0.000, 0.000);0.341;4.179;12.245;2;0.2385637
15558;1000000530705337587;63862092743089;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.006, 0.110, 0.994);(0.000, 0.000, 0.000);63.875;VALID;(-0.006, 0.110, 0.994);(-0.033, 0.000, 0.000);0.293;3.745;12.765;VALID;(-0.006, 0.110, 0.994);(0.033, 0.000, 0.000);0.342;4.189;12.245;2;0.237534
15559;1000000530710337416;63862092743089;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.002, 0.109, 0.994);(0.000, 0.000, 0.000);63.875;VALID;(-0.002, 0.109, 0.994);(-0.033, 0.000, 0.000);0.291;3.720;12.765;VALID;(-0.002, 0.109, 0.994);(0.033, 0.000, 0.000);0.343;4.199;12.245;2;0.1688352
15560;1000000530715337144;63862092743101;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.003, 0.108, 0.994);(0.000, 0.000, 0.000);63.875;VALID;(0.003, 0.108, 0.994);(-0.033, 0.000, 0.000);0.290;3.705;12.765;VALID;(0.003, 0.108, 0.994);(0.033, 0.000, 0.000);0.344;4.209;12.245;2;0.1158931
15561;1000000530720336907;63862092743116;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.009, 0.106, 0.994);(0.000, 0.000, 0.000);63.875;VALID;(0.009, 0.106, 0.994);(-0.033, 0.000, 0.000);0.290;3.698;12.765;VALID;(0.009, 0.106, 0.994);(0.033, 0.000, 0.000);0.344;4.209;12.245;2;0.03768279
15562;1000000530725336807;63862092743116;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.015, 0.105, 0.994);(0.000, 0.000, 0.000);63.875;VALID;(0.015, 0.105, 0.994);(-0.033, 0.000, 0.000);0.290;3.697;12.765;VALID;(0.015, 0.105, 0.994);(0.033, 0.000, 0.000);0.344;4.208;12.245;2;0.04514442
15563;1000000530730336842;63862092743124;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.020, 0.104, 0.994);(0.000, 0.000, 0.000);63.875;VALID;(0.020, 0.104, 0.994);(-0.033, 0.000, 0.000);0.290;3.697;12.765;VALID;(0.020, 0.104, 0.994);(0.033, 0.000, 0.000);0.343;4.206;12.245;2;0.04685342
15564;1000000530735337012;63862092743124;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.025, 0.103, 0.994);(0.000, 0.000, 0.000);63.875;VALID;(0.025, 0.103, 0.994);(-0.033, 0.000, 0.000);0.290;3.696;12.765;VALID;(0.025, 0.103, 0.994);(0.033, 0.000, 0.000);0.343;4.202;12.245;2;0.03263869
15565;1000000530740337315;63862092743124;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.029, 0.102, 0.994);(0.000, 0.000, 0.000);63.875;VALID;(0.029, 0.102, 0.994);(-0.033, 0.000, 0.000);0.289;3.695;12.765;VALID;(0.029, 0.102, 0.994);(0.033, 0.000, 0.000);0.343;4.195;12.245;2;0.02675973
15566;1000000530745337737;63862092743124;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.033, 0.101, 0.994);(0.000, 0.000, 0.000);63.875;VALID;(0.033, 0.101, 0.994);(-0.033, 0.000, 0.000);0.289;3.693;12.765;VALID;(0.033, 0.101, 0.994);(0.033, 0.000, 0.000);0.342;4.187;12.245;2;0.004527597
15567;1000000530750338293;63862092743138;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.036, 0.101, 0.994);(0.000, 0.000, 0.000);63.875;VALID;(0.036, 0.101, 0.994);(-0.033, 0.000, 0.000);0.289;3.691;12.765;VALID;(0.036, 0.101, 0.994);(0.033, 0.000, 0.000);0.341;4.182;12.245;2;0.02055146
15568;1000000530755342335;63862092743139;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.039, 0.100, 0.994);(0.000, 0.000, 0.000);63.875;VALID;(0.039, 0.100, 0.994);(-0.033, 0.000, 0.000);0.289;3.685;12.765;VALID;(0.039, 0.100, 0.994);(0.033, 0.000, 0.000);0.341;4.175;12.245;2;0.02102789
15569;1000000530760346362;63862092743139;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.040, 0.099, 0.994);(0.000, 0.000, 0.000);63.875;VALID;(0.040, 0.100, 0.994);(-0.033, 0.000, 0.000);0.289;3.688;12.765;VALID;(0.040, 0.099, 0.994);(0.033, 0.000, 0.000);0.341;4.171;12.245;2;0
15570;1000000530765350412;63862092743150;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.041, 0.099, 0.994);(0.000, 0.000, 0.000);63.875;VALID;(0.041, 0.099, 0.994);(-0.033, 0.000, 0.000);0.289;3.688;12.765;VALID;(0.041, 0.099, 0.994);(0.033, 0.000, 0.000);0.340;4.168;12.245;2;0
15571;1000000530770354314;63862092743150;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.042, 0.099, 0.994);(0.000, 0.000, 0.000);63.875;VALID;(0.042, 0.099, 0.994);(-0.033, 0.000, 0.000);0.289;3.685;12.765;VALID;(0.042, 0.099, 0.994);(0.033, 0.000, 0.000);0.340;4.168;12.245;2;0
15572;1000000530775358066;63862092743161;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.043, 0.098, 0.994);(0.000, 0.000, 0.000);63.875;VALID;(0.043, 0.098, 0.994);(-0.033, 0.000, 0.000);0.288;3.680;12.765;VALID;(0.043, 0.098, 0.994);(0.033, 0.000, 0.000);0.340;4.165;12.245;2;0
15573;1000000530780361646;63862092743161;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.045, 0.098, 0.994);(0.000, 0.000, 0.000);63.875;VALID;(0.045, 0.098, 0.994);(-0.033, 0.000, 0.000);0.287;3.667;12.765;VALID;(0.045, 0.098, 0.994);(0.033, 0.000, 0.000);0.340;4.159;12.245;2;0
