Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability
14615;1000000525988590289;63862092738364;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.178, 0.116, 0.977);(0.000, 0.000, 0.000);63.875;VALID;(-0.178, 0.116, 0.977);(-0.033, 0.000, 0.000);0.283;3.606;12.765;VALID;(-0.178, 0.116, 0.977);(0.033, 0.000, 0.000);0.314;3.847;12.245;2;0
14616;1000000525993591273;63862092738377;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.179, 0.116, 0.977);(0.000, 0.000, 0.000);63.875;VALID;(-0.179, 0.116, 0.977);(-0.033, 0.000, 0.000);0.282;3.606;12.765;VALID;(-0.179, 0.116, 0.977);(0.033, 0.000, 0.000);0.314;3.845;12.245;2;0
14617;1000000525998592253;63862092738377;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.180, 0.116, 0.977);(0.000, 0.000, 0.000);63.875;VALID;(-0.180, 0.116, 0.977);(-0.033, 0.000, 0.000);0.282;3.605;12.765;VALID;(-0.180, 0.116, 0.977);(0.033, 0.000, 0.000);0.314;3.843;12.245;2;0
14618;1000000526003593365;63862092738387;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.180, 0.116, 0.977);(0.000, 0.000, 0.000);63.875;VALID;(-0.180, 0.116, 0.977);(-0.033, 0.000, 0.000);0.282;3.605;12.765;VALID;(-0.180, 0.116, 0.977);(0.033, 0.000, 0.000);0.314;3.842;12.245;2;0
14619;1000000526008594607;63862092738387;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.181, 0.116, 0.977);(0.000, 0.000, 0.000);63.875;VALID;(-0.181, 0.116, 0.977);(-0.033, 0.000, 0.000);0.282;3.605;12.765;VALID;(-0.181, 0.116, 0.977);(0.033, 0.000, 0.000);0.314;3.843;12.245;2;0
14620;1000000526013595861;63862092738398;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.182, 0.116, 0.976);(0.000, 0.000, 0.000);63.875;VALID;(-0.182, 0.116, 0.976);(-0.033, 0.000, 0.000);0.282;3.604;12.765;VALID;(-0.182, 0.116, 0.976);(0.033, 0.000, 0.000);0.314;3.843;12.245;2;0
14621;1000000526018597126;63862092738398;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.182, 0.116, 0.976);(0.000, 0.000, 0.000);63.875;VALID;(-0.182, 0.116, 0.976);(-0.033, 0.000, 0.000);0.282;3.604;12.765;VALID;(-0.182, 0.116, 0.976);(0.033, 0.000, 0.000);0.314;3.842;12.245;2;0.07633854
14622;1000000526023598386;63862092738398;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.182, 0.116, 0.976);(0.000, 0.000, 0.000);63.875;VALID;(-0.182, 0.116, 0.976);(-0.033, 0.000, 0.000);0.282;3.603;12.765;VALID;(-0.182, 0.116, 0.976);(0.033, 0.000, 0.000);0.314;3.842;12.245;2;0.09797718
14623;1000000526028599642;63862092738410;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.183, 0.116, 0.976);(0.000, 0.000, 0.000);63.875;VALID;(-0.183, 0.116, 0.976);(-0.033, 0.000, 0.000);0.282;3.603;12.765;VALID;(-0.183, 0.116, 0.976);(0.033, 0.000, 0.000);0.314;3.841;12.245;2;0.1111402
14624;1000000526033600895;63862092738411;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.183, 0.116, 0.976);(0.000, 0.000, 0.000);63.875;VALID;(-0.183, 0.116, 0.976);(-0.033, 0.000, 0.000);0.282;3.603;12.765;VALID;(-0.183, 0.116, 0.976);(0.033, 0.000, 0.000);0.314;3.841;12.245;2;0.1209822
14625;1000000526038605468;63862092738421;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.183, 0.116, 0.976);(0.000, 0.000, 0.000);63.875;VALID;(-0.183, 0.116, 0.976);(-0.033, 0.000, 0.000);0.282;3.603;12.765;VALID;(-0.183, 0.116, 0.976);(0.033, 0.000, 0.000);0.314;3.841;12.245;2;0.3399807
14626;1000000526043609927;63862092738421;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.183, 0.116, 0.976);(0.000, 0.000, 0.000);63.875;VALID;(-0.183, 0.116, 0.976);(-0.033, 0.000, 0.000);0.282;3.603;12.765;VALID;(-0.183, 0.116, 0.976);(0.033, 0.000, 0.000);0.314;3.841;12.245;2;0.510008
14627;1000000526048614373;63862092738431;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.185, 0.117, 0.976);(0.000, 0.000, 0.000);63.875;VALID;(-0.185, 0.117, 0.976);(-0.033, 0.000, 0.000);0.282;3.605;12.765;VALID;(-0.185, 0.117, 0.976);(0.033, 0.000, 0.000);0.316;3.872;12.245;2;0.3884886
14628;1000000526053615354;63862092738432;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.185, 0.117, 0.976);(0.000, 0.000, 0.000);63.875;VALID;(-0.185, 0.117, 0.976);(-0.033, 0.000, 0.000);0.283;3.607;12.765;VALID;(-0.185, 0.117, 0.976);(0.033, 0.000, 0.000);0.316;3.867;12.245;2;0.2645437
14629;1000000526058616331;63862092738443;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.185, 0.117, 0.976);(0.000, 0.000, 0.000);63.875;VALID;(-0.185, 0.117, 0.976);(-0.033, 0.000, 0.000);0.283;3.609;12.765;VALID;(-0.185, 0.117, 0.976);(0.033, 0.000, 0.000);0.315;3.859;12.245;2;0.2581246
14630;1000000526063617305;63862092738443;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.185, 0.117, 0.976);(0.000, 0.000, 0.000);63.875;VALID;(-0.185, 0.117, 0.976);(-0.033, 0.000, 0.000);0.283;3.611;12.765;VALID;(-0.185, 0.117, 0.976);(0.033, 0.000, 0.000);0.315;3.854;12.245;2;0.4419053
14631;1000000526068618275;63862092738454;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.185, 0.117, 0.976);(0.000, 0.000, 0.000);63.875;VALID;(-0.185, 0.117, 0.976);(-0.033, 0.000, 0.000);0.283;3.612;12.765;VALID;(-0.185, 0.117, 0.976);(0.033, 0.000, 0.000);0.314;3.847;12.245;2;0.6049488
14632;1000000526073619242;63862092738455;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.185, 0.117, 0.976);(0.000, 0.000, 0.000);63.875;VALID;(-0.185, 0.117, 0.976);(-0.033, 0.000, 0.000);0.283;3.613;12.765;VALID;(-0.185, 0.117, 0.976);(0.033, 0.000, 0.000);0.314;3.843;12.245;2;0.6114506
14633;1000000526078620183;63862092738455;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.186, 0.117, 0.976);(0.000, 0.000, 0.000);63.875;VALID;(-0.186, 0.117, 0.976);(-0.033, 0.000, 0.000);0.283;3.614;12.765;VALID;(-0.186, 0.117, 0.976);(0.033, 0.000, 0.000);0.316;3.869;12.245;2;0.4329073
14634;1000000526083621243;63862092738465;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.186, 0.117, 0.976);(0.000, 0.000, 0.000);63.875;VALID;(-0.186, 0.117, 0.976);(-0.033, 0.000, 0.000);0.283;3.614;12.765;VALID;(-0.186, 0.117, 0.976);(0.033, 0.000, 0.000);0.317;3.880;12.245;2;0.3198872
14635;1000000526088622435;63862092738465;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.186, 0.117, 0.976);(0.000, 0.000, 0.000);63.875;VALID;(-0.186, 0.117, 0.976);(-0.033, 0.000, 0.000);0.283;3.615;12.765;VALID;(-0.186, 0.117, 0.976);(0.033, 0.000, 0.000);0.315;3.858;12.245;2;0.3316225
14636;1000000526093623649;63862092738477;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.187, 0.117, 0.975);(0.000, 0.000, 0.000);63.875;VALID;(-0.187, 0.117, 0.975);(-0.033, 0.000, 0.000);0.283;3.616;12.765;VALID;(-0.187, 0.117, 0.975);(0.033, 0.000, 0.000);0.316;3.867;12.245;2;0.1831083
14637;1000000526098624859;63862092738477;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.187, 0.117, 0.975);(0.000, 0.000, 0.000);63.875;VALID;(-0.187, 0.117, 0.975);(-0.033, 0.000, 0.000);0.283;3.617;12.765;VALID;(-0.187, 0.117, 0.975);(0.033, 0.000, 0.000);0.315;3.857;12.245;2;0.05160755
14638;1000000526103626065;63862092738488;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.187, 0.117, 0.975);(0.000, 0.000, 0.000);63.875;VALID;(-0.187, 0.117, 0.975);(-0.033, 0.000, 0.000);0.283;3.617;12.765;VALID;(-0.187, 0.117, 0.975);(0.033, 0.000, 0.000);0.314;3.849;12.245;2;0.1040677
14639;1000000526108627267;63862092738488;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.187, 0.117, 0.975);(0.000, 0.000, 0.000);63.875;VALID;(-0.187, 0.117, 0.975);(-0.033, 0.000, 0.000);0.283;3.618;12.765;VALID;(-0.187, 0.117, 0.975);(0.033, 0.000, 0.000);0.314;3.841;12.245;2;0.1199952
14640;1000000526113628412;63862092738488;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.188, 0.117, 0.975);(0.000, 0.000, 0.000);63.875;VALID;(-0.188, 0.117, 0.975);(-0.033, 0.000, 0.000);0.284;3.619;12.765;VALID;(-0.188, 0.117, 0.975);(0.033, 0.000, 0.000);0.313;3.838;12.245;2;0.1053355
14641;1000000526118632923;63862092738498;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.189, 0.117, 0.975);(0.000, 0.000, 0.000);63.875;VALID;(-0.189, 0.117, 0.975);(-0.033, 0.000, 0.000);0.284;3.620;12.765;VALID;(-0.189, 0.117, 0.975);(0.033, 0.000, 0.000);0.315;3.854;12.245;2;0
14642;1000000526123637366;63862092738498;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.189, 0.117, 0.975);(0.000, 0.000, 0.000);63.875;VALID;(-0.189, 0.117, 0.975);(-0.033, 0.000, 0.000);0.284;3.621;12.765;VALID;(-0.189, 0.117, 0.975);(0.033, 0.000, 0.000);0.315;3.859;12.245;2;0
14643;1000000526128641793;63862092738510;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.189, 0.117, 0.975);(0.000, 0.000, 0.000);63.875;VALID;(-0.189, 0.117, 0.975);(-0.033, 0.000, 0.000);0.284;3.622;12.765;VALID;(-0.189, 0.117, 0.975);(0.033, 0.000, 0.000);0.315;3.861;12.245;2;0
14644;1000000526133642745;63862092738510;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.189, 0.117, 0.975);(0.000, 0.000, 0.000);63.875;VALID;(-0.189, 0.117, 0.975);(-0.033, 0.000, 0.000);0.284;3.622;12.765;VALID;(-0.189, 0.117, 0.975);(0.033, 0.000, 0.000);0.314;3.849;12.245;2;0
14645;1000000526138643693;63862092738521;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.190, 0.117, 0.975);(0.000, 0.000, 0.000);63.875;VALID;(-0.190, 0.117, 0.975);(-0.033, 0.000, 0.000);0.284;3.622;12.765;VALID;(-0.190, 0.117, 0.975);(0.033, 0.000, 0.000);0.314;3.843;12.245;2;0
14646;1000000526143644622;63862092738521;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.190, 0.118, 0.975);(0.000, 0.000, 0.000);63.875;VALID;(-0.190, 0.118, 0.975);(-0.033, 0.000, 0.000);0.284;3.623;12.765;VALID;(-0.190, 0.118, 0.975);(0.033, 0.000, 0.000);0.313;3.835;12.245;2;0
14647;1000000526148645574;63862092738531;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.190, 0.118, 0.975);(0.000, 0.000, 0.000);63.875;VALID;(-0.190, 0.118, 0.975);(-0.033, 0.000, 0.000);0.284;3.623;12.765;VALID;(-0.190, 0.118, 0.975);(0.033, 0.000, 0.000);0.314;3.851;12.245;2;0
14648;1000000526153646522;63862092738531;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.190, 0.118, 0.975);(0.000, 0.000, 0.000);63.875;VALID;(-0.190, 0.118, 0.975);(-0.033, 0.000, 0.000);0.284;3.624;12.765;VALID;(-0.190, 0.118, 0.975);(0.033, 0.000, 0.000);0.313;3.837;12.245;2;0
14649;1000000526158647466;63862092738543;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.191, 0.118, 0.975);(0.000, 0.000, 0.000);63.875;VALID;(-0.191, 0.118, 0.975);(-0.033, 0.000, 0.000);0.284;3.625;12.765;VALID;(-0.191, 0.118, 0.975);(0.033, 0.000, 0.000);0.314;3.845;12.245;2;0
14650;1000000526163648460;63862092738543;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.191, 0.118, 0.975);(0.000, 0.000, 0.000);63.875;VALID;(-0.191, 0.118, 0.975);(-0.033, 0.000, 0.000);0.284;3.626;12.765;VALID;(-0.191, 0.118, 0.975);(0.033, 0.000, 0.000);0.313;3.837;12.245;2;0
14651;1000000526168649586;63862092738554;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.191, 0.118, 0.974);(0.000, 0.000, 0.000);63.875;VALID;(-0.191, 0.118, 0.974);(-0.033, 0.000, 0.000);0.284;3.627;12.765;VALID;(-0.191, 0.118, 0.974);(0.033, 0.000, 0.000);0.314;3.844;12.245;2;0
14652;1000000526173650735;63862092738554;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.191, 0.118, 0.974);(0.000, 0.000, 0.000);63.875;VALID;(-0.191, 0.118, 0.974);(-0.033, 0.000, 0.000);0.284;3.629;12.765;VALID;(-0.191, 0.118, 0.974);(0.033, 0.000, 0.000);0.313;3.830;12.245;2;0
14653;1000000526178651864;63862092738554;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.191, 0.118, 0.974);(0.000, 0.000, 0.000);63.875;VALID;(-0.191, 0.118, 0.974);(-0.033, 0.000, 0.000);0.284;3.631;12.765;VALID;(-0.191, 0.118, 0.974);(0.033, 0.000, 0.000);0.312;3.822;12.245;2;0
14654;1000000526183653010;63862092738564;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.191, 0.118, 0.974);(0.000, 0.000, 0.000);63.875;VALID;(-0.191, 0.118, 0.974);(-0.033, 0.000, 0.000);0.285;3.632;12.765;VALID;(-0.191, 0.118, 0.974);(0.033, 0.000, 0.000);0.312;3.818;12.245;2;0
14655;1000000526188654152;63862092738565;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.191, 0.119, 0.974);(0.000, 0.000, 0.000);63.875;VALID;(-0.191, 0.119, 0.974);(-0.033, 0.000, 0.000);0.285;3.633;12.765;VALID;(-0.191, 0.119, 0.974);(0.033, 0.000, 0.000);0.314;3.845;12.245;2;0
14656;1000000526193655289;63862092738576;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.191, 0.119, 0.974);(0.000, 0.000, 0.000);63.875;VALID;(-0.191, 0.119, 0.974);(-0.033, 0.000, 0.000);0.285;3.634;12.765;VALID;(-0.191, 0.119, 0.974);(0.033, 0.000, 0.000);0.313;3.831;12.245;2;0
14657;1000000526198659802;63862092738577;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.191, 0.119, 0.974);(0.000, 0.000, 0.000);63.875;VALID;(-0.191, 0.119, 0.974);(-0.033, 0.000, 0.000);0.285;3.634;12.765;VALID;(-0.191, 0.119, 0.974);(0.033, 0.000, 0.000);0.312;3.819;12.245;2;0
14658;1000000526203664273;63862092738587;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.191, 0.120, 0.974);(0.000, 0.000, 0.000);63.875;VALID;(-0.191, 0.120, 0.974);(-0.033, 0.000, 0.000);0.285;3.635;12.765;VALID;(-0.191, 0.120, 0.974);(0.033, 0.000, 0.000);0.313;3.837;12.245;2;0
14659;1000000526208668715;63862092738587;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.191, 0.120, 0.974);(0.000, 0.000, 0.000);63.875;VALID;(-0.191, 0.120, 0.974);(-0.033, 0.000, 0.000);0.285;3.635;12.765;VALID;(-0.191, 0.120, 0.974);(0.033, 0.000, 0.000);0.312;3.825;12.245;2;0
14660;1000000526213673168;63862092738598;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.192, 0.120, 0.974);(0.000, 0.000, 0.000);63.875;VALID;(-0.192, 0.120, 0.974);(-0.033, 0.000, 0.000);0.285;3.635;12.765;VALID;(-0.192, 0.120, 0.974);(0.033, 0.000, 0.000);0.311;3.814;12.245;2;0
14661;1000000526218674146;63862092738598;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.192, 0.120, 0.974);(0.000, 0.000, 0.000);63.875;VALID;(-0.192, 0.120, 0.974);(-0.033, 0.000, 0.000);0.285;3.636;12.765;VALID;(-0.192, 0.120, 0.974);(0.033, 0.000, 0.000);0.311;3.808;12.245;2;0
14662;1000000526223675121;63862092738610;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.192, 0.120, 0.974);(0.000, 0.000, 0.000);63.875;VALID;(-0.192, 0.120, 0.974);(-0.033, 0.000, 0.000);0.285;3.637;12.765;VALID;(-0.192, 0.120, 0.974);(0.033, 0.000, 0.000);0.311;3.805;12.245;2;0
14663;1000000526228676092;63862092738610;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.192, 0.121, 0.974);(0.000, 0.000, 0.000);63.875;VALID;(-0.192, 0.121, 0.974);(-0.033, 0.000, 0.000);0.285;3.637;12.765;VALID;(-0.192, 0.121, 0.974);(0.033, 0.000, 0.000);0.312;3.816;12.245;2;0
14664;1000000526233677059;63862092738610;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.192, 0.121, 0.974);(0.000, 0.000, 0.000);63.875;VALID;(-0.192, 0.121, 0.974);(-0.033, 0.000, 0.000);0.285;3.637;12.765;VALID;(-0.192, 0.121, 0.974);(0.033, 0.000, 0.000);0.311;3.811;12.245;2;0
14665;1000000526238678022;63862092738621;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.192, 0.121, 0.974);(0.000, 0.000, 0.000);63.875;VALID;(-0.192, 0.121, 0.974);(-0.033, 0.000, 0.000);0.285;3.638;12.765;VALID;(-0.192, 0.121, 0.974);(0.033, 0.000, 0.000);0.311;3.804;12.245;2;0
14666;1000000526243678991;63862092738621;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.192, 0.121, 0.974);(0.000, 0.000, 0.000);63.875;VALID;(-0.192, 0.121, 0.974);(-0.033, 0.000, 0.000);0.285;3.638;12.765;VALID;(-0.192, 0.121, 0.974);(0.033, 0.000, 0.000);0.310;3.799;12.245;2;0
14667;1000000526248680118;63862092738631;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.192, 0.121, 0.974);(0.000, 0.000, 0.000);63.875;VALID;(-0.192, 0.121, 0.974);(-0.033, 0.000, 0.000);0.285;3.638;12.765;VALID;(-0.192, 0.121, 0.974);(0.033, 0.000, 0.000);0.310;3.795;12.245;2;0
14668;1000000526253681242;63862092738631;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.192, 0.121, 0.974);(0.000, 0.000, 0.000);63.875;VALID;(-0.192, 0.121, 0.974);(-0.033, 0.000, 0.000);0.285;3.638;12.765;VALID;(-0.192, 0.121, 0.974);(0.033, 0.000, 0.000);0.310;3.792;12.245;2;0
14669;1000000526258682361;63862092738643;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.192, 0.121, 0.974);(0.000, 0.000, 0.000);63.875;VALID;(-0.192, 0.121, 0.974);(-0.033, 0.000, 0.000);0.285;3.638;12.765;VALID;(-0.192, 0.121, 0.974);(0.033, 0.000, 0.000);0.310;3.791;12.245;2;0
14670;1000000526263683476;63862092738643;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.192, 0.121, 0.974);(0.000, 0.000, 0.000);63.875;VALID;(-0.192, 0.121, 0.974);(-0.033, 0.000, 0.000);0.285;3.638;12.765;VALID;(-0.192, 0.121, 0.974);(0.033, 0.000, 0.000);0.309;3.789;12.245;2;0.07304375
14671;1000000526268684587;63862092738655;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.192, 0.121, 0.974);(0.000, 0.000, 0.000);63.875;VALID;(-0.192, 0.121, 0.974);(-0.033, 0.000, 0.000);0.285;3.638;12.765;VALID;(-0.192, 0.121, 0.974);(0.033, 0.000, 0.000);0.309;3.789;12.245;2;0.1343051
14672;1000000526273685693;63862092738655;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.193, 0.121, 0.974);(0.000, 0.000, 0.000);63.875;VALID;(-0.193, 0.121, 0.974);(-0.033, 0.000, 0.000);0.285;3.639;12.765;VALID;(-0.193, 0.121, 0.974);(0.033, 0.000, 0.000);0.309;3.789;12.245;2;0.09966829
14673;1000000526278690203;63862092738655;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.193, 0.120, 0.974);(0.000, 0.000, 0.000);63.875;VALID;(-0.193, 0.120, 0.974);(-0.033, 0.000, 0.000);0.285;3.639;12.765;VALID;(-0.193, 0.120, 0.974);(0.033, 0.000, 0.000);0.309;3.789;12.245;2;0.09961555
14674;1000000526283694714;63862092738665;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.193, 0.120, 0.974);(0.000, 0.000, 0.000);63.875;VALID;(-0.193, 0.120, 0.974);(-0.033, 0.000, 0.000);0.285;3.639;12.765;VALID;(-0.193, 0.120, 0.974);(0.033, 0.000, 0.000);0.309;3.787;12.245;2;0.2595146
14675;1000000526288699210;63862092738665;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.193, 0.120, 0.974);(0.000, 0.000, 0.000);63.875;VALID;(-0.193, 0.120, 0.974);(-0.033, 0.000, 0.000);0.285;3.639;12.765;VALID;(-0.193, 0.120, 0.974);(0.033, 0.000, 0.000);0.309;3.785;12.245;2;0.3870432
14676;1000000526293703689;63862092738677;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.193, 0.120, 0.974);(0.000, 0.000, 0.000);63.875;VALID;(-0.193, 0.120, 0.974);(-0.033, 0.000, 0.000);0.285;3.639;12.765;VALID;(-0.193, 0.120, 0.974);(0.033, 0.000, 0.000);0.309;3.785;12.245;2;0.3757002
14677;1000000526298704692;63862092738677;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.193, 0.120, 0.974);(0.000, 0.000, 0.000);63.875;VALID;(-0.193, 0.120, 0.974);(-0.033, 0.000, 0.000);0.285;3.638;12.765;VALID;(-0.193, 0.120, 0.974);(0.033, 0.000, 0.000);0.309;3.782;12.245;2;0.5077702
14678;1000000526303705692;63862092738687;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.193, 0.120, 0.974);(0.000, 0.000, 0.000);63.875;VALID;(-0.193, 0.120, 0.974);(-0.033, 0.000, 0.000);0.285;3.638;12.765;VALID;(-0.193, 0.120, 0.974);(0.033, 0.000, 0.000);0.309;3.781;12.245;2;0.6098195
14679;1000000526308706688;63862092738687;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.193, 0.120, 0.974);(0.000, 0.000, 0.000);63.875;VALID;(-0.193, 0.120, 0.974);(-0.033, 0.000, 0.000);0.285;3.638;12.765;VALID;(-0.193, 0.120, 0.974);(0.033, 0.000, 0.000);0.309;3.778;12.245;2;0.596651
14680;1000000526313707660;63862092738699;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.193, 0.120, 0.974);(0.000, 0.000, 0.000);63.875;VALID;(-0.193, 0.120, 0.974);(-0.033, 0.000, 0.000);0.285;3.637;12.765;VALID;(-0.193, 0.120, 0.974);(0.033, 0.000, 0.000);0.308;3.775;12.245;2;0.5809948
14681;1000000526318708649;63862092738699;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.193, 0.120, 0.974);(0.000, 0.000, 0.000);63.875;VALID;(-0.193, 0.120, 0.974);(-0.033, 0.000, 0.000);0.285;3.635;12.765;VALID;(-0.193, 0.120, 0.974);(0.033, 0.000, 0.000);0.308;3.772;12.245;2;0.5911493
14682;1000000526323709635;63862092738699;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.193, 0.120, 0.974);(0.000, 0.000, 0.000);63.875;VALID;(-0.193, 0.120, 0.974);(-0.033, 0.000, 0.000);0.285;3.632;12.765;VALID;(-0.193, 0.120, 0.974);(0.033, 0.000, 0.000);0.308;3.766;12.245;2;0.7383946
14683;1000000526328710725;63862092738711;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.192, 0.120, 0.974);(0.000, 0.000, 0.000);63.875;VALID;(-0.192, 0.120, 0.974);(-0.033, 0.000, 0.000);0.284;3.630;12.765;VALID;(-0.192, 0.120, 0.974);(0.033, 0.000, 0.000);0.307;3.759;12.245;2;0.8701446
14684;1000000526333711811;63862092738711;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.192, 0.120, 0.974);(0.000, 0.000, 0.000);63.875;VALID;(-0.192, 0.120, 0.974);(-0.033, 0.000, 0.000);0.284;3.628;12.765;VALID;(-0.192, 0.120, 0.974);(0.033, 0.000, 0.000);0.307;3.755;12.245;2;0.8663244
14685;1000000526338712893;63862092738721;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.192, 0.120, 0.974);(0.000, 0.000, 0.000);63.875;VALID;(-0.192, 0.120, 0.974);(-0.033, 0.000, 0.000);0.284;3.625;12.765;VALID;(-0.192, 0.120, 0.974);(0.033, 0.000, 0.000);0.306;3.753;12.245;2;0.868364
