Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability
6598;1000000485888540436;63862092698266;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.107, 0.094, 0.990);(0.000, 0.000, 0.000);64.050;VALID;(0.107, 0.094, 0.990);(-0.033, 0.000, 0.000);0.000;4.711;0.000;VALID;(0.107, 0.094, 0.990);(0.033, 0.000, 0.000);0.000;5.342;0.000;2;0
6599;1000000485893542351;63862092698277;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.108, 0.095, 0.990);(0.000, 0.000, 0.000);64.050;VALID;(0.108, 0.095, 0.990);(-0.033, 0.000, 0.000);0.000;4.715;0.000;VALID;(0.108, 0.095, 0.990);(0.033, 0.000, 0.000);0.000;5.341;0.000;2;0
6600;1000000485898544230;63862092698277;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.109, 0.095, 0.990);(0.000, 0.000, 0.000);64.125;VALID;(0.109, 0.095, 0.990);(-0.033, 0.000, 0.000);0.000;4.712;0.000;VALID;(0.109, 0.095, 0.990);(0.033, 0.000, 0.000);0.000;5.341;0.000;2;0
6601;1000000485903546227;63862092698288;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.110, 0.095, 0.989);(0.000, 0.000, 0.000);64.125;VALID;(0.110, 0.095, 0.989);(-0.033, 0.000, 0.000);0.000;4.722;0.000;VALID;(0.110, 0.095, 0.989);(0.033, 0.000, 0.000);0.000;5.341;0.000;2;0
6602;1000000485908548351;63862092698288;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.110, 0.095, 0.989);(0.000, 0.000, 0.000);64.175;VALID;(0.110, 0.095, 0.989);(-0.033, 0.000, 0.000);0.000;4.669;0.000;VALID;(0.110, 0.095, 0.989);(0.033, 0.000, 0.000);0.000;5.342;0.000;2;0
6603;1000000485913550576;63862092698298;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.111, 0.096, 0.989);(0.000, 0.000, 0.000);64.175;VALID;(0.111, 0.096, 0.989);(-0.033, 0.000, 0.000);0.000;4.699;0.000;VALID;(0.111, 0.096, 0.989);(0.033, 0.000, 0.000);0.000;5.342;0.000;2;0.1940588
6604;1000000485918552793;63862092698298;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.112, 0.096, 0.989);(0.000, 0.000, 0.000);64.225;VALID;(0.112, 0.096, 0.989);(-0.033, 0.000, 0.000);0.000;4.720;0.000;VALID;(0.112, 0.096, 0.989);(0.033, 0.000, 0.000);0.000;5.343;0.000;2;0.3234602
6605;1000000485923555004;63862092698308;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.112, 0.096, 0.989);(0.000, 0.000, 0.000);64.225;VALID;(0.112, 0.096, 0.989);(-0.033, 0.000, 0.000);0.000;4.727;0.000;VALID;(0.112, 0.096, 0.989);(0.033, 0.000, 0.000);0.000;5.343;0.000;2;0.4549178
6606;1000000485928557208;63862092698308;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.113, 0.097, 0.989);(0.000, 0.000, 0.000);64.275;VALID;(0.113, 0.097, 0.989);(-0.033, 0.000, 0.000);0.000;4.730;0.000;VALID;(0.113, 0.097, 0.989);(0.033, 0.000, 0.000);0.000;5.343;0.000;2;0.5400388
6607;1000000485933555932;63862092698321;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.113, 0.097, 0.989);(0.000, 0.000, 0.000);64.275;VALID;(0.113, 0.097, 0.989);(-0.033, 0.000, 0.000);0.000;4.732;0.000;VALID;(0.113, 0.097, 0.989);(0.033, 0.000, 0.000);0.000;5.342;0.000;2;0.6112489
6608;1000000485938558067;63862092698321;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.114, 0.097, 0.989);(0.000, 0.000, 0.000);64.325;VALID;(0.114, 0.097, 0.989);(-0.033, 0.000, 0.000);0.000;4.733;0.000;VALID;(0.114, 0.097, 0.989);(0.033, 0.000, 0.000);0.000;5.341;0.000;2;0.6856269
6609;1000000485943560086;63862092698321;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.114, 0.097, 0.989);(0.000, 0.000, 0.000);64.325;VALID;(0.114, 0.097, 0.989);(-0.033, 0.000, 0.000);0.000;4.735;0.000;VALID;(0.114, 0.097, 0.989);(0.033, 0.000, 0.000);0.000;5.340;0.000;2;0.7224645
6610;1000000485948562097;63862092698332;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.114, 0.097, 0.989);(0.000, 0.000, 0.000);64.375;VALID;(0.114, 0.097, 0.989);(-0.033, 0.000, 0.000);0.000;4.736;0.000;VALID;(0.114, 0.097, 0.989);(0.033, 0.000, 0.000);0.000;5.339;0.000;2;0.7271141
6611;1000000485953564100;63862092698332;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.115, 0.097, 0.989);(0.000, 0.000, 0.000);64.375;VALID;(0.115, 0.097, 0.989);(-0.033, 0.000, 0.000);0.000;4.739;0.000;VALID;(0.115, 0.097, 0.989);(0.033, 0.000, 0.000);0.000;5.337;0.000;2;0.7430426
6612;1000000485958566096;63862092698343;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.115, 0.097, 0.989);(0.000, 0.000, 0.000);64.450;VALID;(0.115, 0.097, 0.989);(-0.033, 0.000, 0.000);0.000;4.742;0.000;VALID;(0.115, 0.097, 0.989);(0.033, 0.000, 0.000);0.000;5.335;0.000;2;0.7516305
6613;1000000485963568085;63862092698343;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.115, 0.097, 0.989);(0.000, 0.000, 0.000);64.450;VALID;(0.115, 0.097, 0.989);(-0.033, 0.000, 0.000);0.000;4.730;0.000;VALID;(0.115, 0.097, 0.989);(0.033, 0.000, 0.000);0.000;5.332;0.000;2;0.7452295
6614;1000000485968570041;63862092698354;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.115, 0.097, 0.989);(0.000, 0.000, 0.000);64.450;VALID;(0.115, 0.097, 0.989);(-0.033, 0.000, 0.000);0.000;4.732;0.000;VALID;(0.115, 0.097, 0.989);(0.033, 0.000, 0.000);0.000;5.330;0.000;2;0.7704761
6615;1000000485973572042;63862092698354;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.115, 0.097, 0.989);(0.000, 0.000, 0.000);64.500;VALID;(0.115, 0.097, 0.989);(-0.033, 0.000, 0.000);0.000;4.736;0.000;VALID;(0.115, 0.097, 0.989);(0.033, 0.000, 0.000);0.000;5.328;0.000;2;0.7883178
6616;1000000485978574036;63862092698364;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.115, 0.097, 0.989);(0.000, 0.000, 0.000);64.500;VALID;(0.115, 0.097, 0.989);(-0.033, 0.000, 0.000);0.000;4.740;0.000;VALID;(0.115, 0.097, 0.989);(0.033, 0.000, 0.000);0.000;5.328;0.000;2;0.8220642
6617;1000000485983576104;63862092698365;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.116, 0.097, 0.989);(0.000, 0.000, 0.000);64.500;VALID;(0.116, 0.097, 0.989);(-0.033, 0.000, 0.000);0.000;4.743;0.000;VALID;(0.116, 0.097, 0.989);(0.033, 0.000, 0.000);0.000;5.327;0.000;2;0.8299921
6618;1000000485988578300;63862092698365;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.116, 0.097, 0.989);(0.000, 0.000, 0.000);64.500;VALID;(0.116, 0.097, 0.989);(-0.033, 0.000, 0.000);0.000;4.746;0.000;VALID;(0.116, 0.097, 0.989);(0.033, 0.000, 0.000);0.000;5.327;0.000;2;0.8353801
6619;1000000485993580569;63862092698375;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.116, 0.097, 0.989);(0.000, 0.000, 0.000);64.550;VALID;(0.116, 0.097, 0.989);(-0.033, 0.000, 0.000);0.000;4.749;0.000;VALID;(0.116, 0.097, 0.989);(0.033, 0.000, 0.000);0.000;5.326;0.000;2;0.8673884
6620;1000000485998582780;63862092698375;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.116, 0.097, 0.989);(0.000, 0.000, 0.000);64.550;VALID;(0.116, 0.097, 0.989);(-0.033, 0.000, 0.000);0.000;4.751;0.000;VALID;(0.116, 0.097, 0.989);(0.033, 0.000, 0.000);0.000;5.326;0.000;2;0.9072819
6621;1000000486003585010;63862092698387;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.116, 0.096, 0.989);(0.000, 0.000, 0.000);64.550;VALID;(0.116, 0.096, 0.989);(-0.033, 0.000, 0.000);0.000;4.752;0.000;VALID;(0.116, 0.096, 0.989);(0.033, 0.000, 0.000);0.000;5.326;0.000;2;0.9283589
6622;1000000486008587232;63862092698387;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.117, 0.096, 0.989);(0.000, 0.000, 0.000);64.600;VALID;(0.117, 0.096, 0.989);(-0.033, 0.000, 0.000);0.000;4.753;0.000;VALID;(0.117, 0.096, 0.989);(0.033, 0.000, 0.000);0.000;5.326;0.000;2;0.9537467
6623;1000000486013589446;63862092698398;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.117, 0.096, 0.988);(0.000, 0.000, 0.000);64.600;VALID;(0.117, 0.096, 0.988);(-0.033, 0.000, 0.000);0.000;4.754;0.000;VALID;(0.117, 0.096, 0.988);(0.033, 0.000, 0.000);0.000;5.326;0.000;2;0.9669303
6624;1000000486018591571;63862092698398;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.117, 0.096, 0.988);(0.000, 0.000, 0.000);64.600;VALID;(0.117, 0.096, 0.988);(-0.033, 0.000, 0.000);0.000;4.756;0.000;VALID;(0.117, 0.096, 0.988);(0.033, 0.000, 0.000);0.000;5.327;0.000;2;0.9760474
6625;1000000486023593582;63862092698409;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.117, 0.096, 0.988);(0.000, 0.000, 0.000);64.600;VALID;(0.117, 0.096, 0.988);(-0.033, 0.000, 0.000);0.382;4.757;12.440;VALID;(0.117, 0.096, 0.988);(0.033, 0.000, 0.000);0.434;5.325;12.272;2;0.9801068
6626;1000000486028595588;63862092698409;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.117, 0.096, 0.988);(0.000, 0.000, 0.000);64.650;VALID;(0.117, 0.096, 0.988);(-0.033, 0.000, 0.000);0.383;4.760;12.440;VALID;(0.117, 0.096, 0.988);(0.033, 0.000, 0.000);0.434;5.323;12.272;2;0.9811099
6627;1000000486033597571;63862092698409;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.117, 0.096, 0.988);(0.000, 0.000, 0.000);64.650;VALID;(0.117, 0.096, 0.988);(-0.033, 0.000, 0.000);0.383;4.762;12.440;VALID;(0.117, 0.096, 0.988);(0.033, 0.000, 0.000);0.434;5.323;12.272;2;0.9672848
6628;1000000486038599564;63862092698420;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.117, 0.096, 0.988);(0.000, 0.000, 0.000);64.700;VALID;(0.117, 0.096, 0.988);(-0.033, 0.000, 0.000);0.383;4.763;12.440;VALID;(0.117, 0.096, 0.988);(0.033, 0.000, 0.000);0.434;5.323;12.272;2;0.9623033
6629;1000000486043601549;63862092698420;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.117, 0.096, 0.989);(0.000, 0.000, 0.000);64.700;VALID;(0.117, 0.096, 0.989);(-0.033, 0.000, 0.000);0.382;4.748;12.440;VALID;(0.117, 0.096, 0.989);(0.033, 0.000, 0.000);0.434;5.323;12.272;2;0.9325793
6630;1000000486048603527;63862092698431;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.117, 0.096, 0.989);(0.000, 0.000, 0.000);64.700;VALID;(0.117, 0.096, 0.989);(-0.033, 0.000, 0.000);0.382;4.753;12.440;VALID;(0.117, 0.096, 0.989);(0.033, 0.000, 0.000);0.434;5.325;12.272;2;0.9197003
6631;1000000486053605496;63862092698431;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.117, 0.096, 0.989);(0.000, 0.000, 0.000);64.700;VALID;(0.117, 0.096, 0.989);(-0.033, 0.000, 0.000);0.384;4.771;12.440;VALID;(0.117, 0.096, 0.989);(0.033, 0.000, 0.000);0.434;5.329;12.272;2;0.8473406
6632;1000000486058607459;63862092698441;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.116, 0.095, 0.989);(0.000, 0.000, 0.000);64.700;VALID;(0.116, 0.095, 0.989);(-0.033, 0.000, 0.000);0.383;4.770;12.440;VALID;(0.116, 0.095, 0.989);(0.033, 0.000, 0.000);0.435;5.335;12.272;2;0.6870636
6633;1000000486063609428;63862092698442;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.116, 0.095, 0.989);(0.000, 0.000, 0.000);64.700;VALID;(0.116, 0.095, 0.989);(-0.033, 0.000, 0.000);0.384;4.778;12.440;VALID;(0.116, 0.095, 0.989);(0.033, 0.000, 0.000);0.435;5.342;12.272;2;0.6524653
6634;1000000486068611512;63862092698454;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.115, 0.093, 0.989);(0.000, 0.000, 0.000);64.700;VALID;(0.115, 0.093, 0.989);(-0.033, 0.000, 0.000);0.384;4.780;12.440;VALID;(0.115, 0.093, 0.989);(0.033, 0.000, 0.000);0.439;5.382;12.272;2;0.5631774
6635;1000000486073613632;63862092698454;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.115, 0.090, 0.989);(0.000, 0.000, 0.000);64.700;VALID;(0.115, 0.090, 0.989);(-0.033, 0.000, 0.000);0.387;4.816;12.440;VALID;(0.115, 0.090, 0.989);(0.033, 0.000, 0.000);0.433;5.317;12.272;2;0.3970667
6636;1000000486078615745;63862092698454;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.115, 0.087, 0.989);(0.000, 0.000, 0.000);64.700;VALID;(0.115, 0.087, 0.989);(-0.033, 0.000, 0.000);0.388;4.823;12.440;VALID;(0.115, 0.087, 0.989);(0.033, 0.000, 0.000);0.432;5.301;12.272;2;0.343008
6637;1000000486083617850;63862092698465;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.115, 0.085, 0.990);(0.000, 0.000, 0.000);64.700;VALID;(0.115, 0.085, 0.990);(-0.033, 0.000, 0.000);0.388;4.824;12.440;VALID;(0.115, 0.085, 0.990);(0.033, 0.000, 0.000);0.432;5.297;12.272;2;0.34185
6638;1000000486088619948;63862092698465;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.115, 0.082, 0.990);(0.000, 0.000, 0.000);64.700;VALID;(0.115, 0.082, 0.990);(-0.033, 0.000, 0.000);0.388;4.824;12.440;VALID;(0.115, 0.082, 0.990);(0.033, 0.000, 0.000);0.432;5.297;12.272;2;0.3413212
6639;1000000486093622038;63862092698475;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.114, 0.080, 0.990);(0.000, 0.000, 0.000);64.700;VALID;(0.114, 0.080, 0.990);(-0.033, 0.000, 0.000);0.388;4.823;12.440;VALID;(0.114, 0.080, 0.990);(0.033, 0.000, 0.000);0.432;5.300;12.272;2;0.3131301
6640;1000000486098624054;63862092698476;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.114, 0.078, 0.990);(0.000, 0.000, 0.000);64.700;VALID;(0.114, 0.078, 0.990);(-0.033, 0.000, 0.000);0.388;4.823;12.440;VALID;(0.114, 0.078, 0.990);(0.033, 0.000, 0.000);0.433;5.310;12.272;2;0.3055654
6641;1000000486103625989;63862092698486;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.114, 0.076, 0.991);(0.000, 0.000, 0.000);64.700;VALID;(0.114, 0.076, 0.991);(-0.033, 0.000, 0.000);0.388;4.823;12.440;VALID;(0.114, 0.076, 0.991);(0.033, 0.000, 0.000);0.433;5.318;12.272;2;0.293552
6642;1000000486108627917;63862092698487;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.113, 0.075, 0.991);(0.000, 0.000, 0.000);64.700;VALID;(0.113, 0.075, 0.991);(-0.033, 0.000, 0.000);0.388;4.822;12.440;VALID;(0.113, 0.075, 0.991);(0.033, 0.000, 0.000);0.434;5.325;12.272;2;0.2978761
6643;1000000486113629840;63862092698498;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.113, 0.074, 0.991);(0.000, 0.000, 0.000);64.700;VALID;(0.113, 0.074, 0.991);(-0.033, 0.000, 0.000);0.388;4.822;12.440;VALID;(0.113, 0.074, 0.991);(0.033, 0.000, 0.000);0.434;5.332;12.272;2;0.2925377
6644;1000000486118631756;63862092698498;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.113, 0.073, 0.991);(0.000, 0.000, 0.000);64.700;VALID;(0.113, 0.073, 0.991);(-0.033, 0.000, 0.000);0.388;4.821;12.440;VALID;(0.113, 0.073, 0.991);(0.033, 0.000, 0.000);0.435;5.336;12.272;2;0.3013916
6645;1000000486123633666;63862092698509;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.112, 0.073, 0.991);(0.000, 0.000, 0.000);64.700;VALID;(0.112, 0.073, 0.991);(-0.033, 0.000, 0.000);0.387;4.820;12.440;VALID;(0.112, 0.073, 0.991);(0.033, 0.000, 0.000);0.435;5.340;12.272;2;0.3050176
6646;1000000486128635569;63862092698509;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.112, 0.072, 0.991);(0.000, 0.000, 0.000);64.700;VALID;(0.112, 0.072, 0.991);(-0.033, 0.000, 0.000);0.387;4.820;12.440;VALID;(0.112, 0.072, 0.991);(0.033, 0.000, 0.000);0.435;5.343;12.272;2;0.3201002
6647;1000000486133637440;63862092698509;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.111, 0.072, 0.991);(0.000, 0.000, 0.000);64.700;VALID;(0.111, 0.072, 0.991);(-0.033, 0.000, 0.000);0.387;4.819;12.440;VALID;(0.111, 0.072, 0.991);(0.033, 0.000, 0.000);0.436;5.346;12.272;2;0.3196783
6648;1000000486138639319;63862092698521;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.111, 0.071, 0.991);(0.000, 0.000, 0.000);64.700;VALID;(0.111, 0.071, 0.991);(-0.033, 0.000, 0.000);0.387;4.818;12.440;VALID;(0.111, 0.071, 0.991);(0.033, 0.000, 0.000);0.436;5.349;12.272;2;0.3285302
6649;1000000486143641219;63862092698521;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.110, 0.071, 0.991);(0.000, 0.000, 0.000);64.700;VALID;(0.110, 0.071, 0.991);(-0.033, 0.000, 0.000);0.387;4.818;12.440;VALID;(0.110, 0.071, 0.991);(0.033, 0.000, 0.000);0.436;5.352;12.272;2;0.3508142
6650;1000000486148643246;63862092698531;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.110, 0.071, 0.991);(0.000, 0.000, 0.000);64.700;VALID;(0.110, 0.071, 0.991);(-0.033, 0.000, 0.000);0.387;4.817;12.440;VALID;(0.110, 0.071, 0.991);(0.033, 0.000, 0.000);0.436;5.354;12.272;2;0.4273807
6651;1000000486153645292;63862092698531;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.109, 0.071, 0.992);(0.000, 0.000, 0.000);64.700;VALID;(0.109, 0.071, 0.992);(-0.033, 0.000, 0.000);0.387;4.817;12.440;VALID;(0.109, 0.071, 0.992);(0.033, 0.000, 0.000);0.436;5.357;12.272;2;0.6152576
6652;1000000486158647330;63862092698542;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.109, 0.070, 0.992);(0.000, 0.000, 0.000);64.700;VALID;(0.109, 0.070, 0.992);(-0.033, 0.000, 0.000);0.387;4.816;12.440;VALID;(0.109, 0.070, 0.992);(0.033, 0.000, 0.000);0.437;5.360;12.272;2;0.6681267
6653;1000000486163649360;63862092698542;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.108, 0.070, 0.992);(0.000, 0.000, 0.000);64.700;VALID;(0.108, 0.070, 0.992);(-0.033, 0.000, 0.000);0.387;4.815;12.440;VALID;(0.108, 0.070, 0.992);(0.033, 0.000, 0.000);0.437;5.365;12.272;2;0.7550043
6654;1000000486168651367;63862092698553;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.108, 0.070, 0.992);(0.000, 0.000, 0.000);64.700;VALID;(0.108, 0.070, 0.992);(-0.033, 0.000, 0.000);0.387;4.815;12.440;VALID;(0.108, 0.070, 0.992);(0.033, 0.000, 0.000);0.437;5.368;12.272;2;0.9225683
6655;1000000486173653406;63862092698553;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.107, 0.070, 0.992);(0.000, 0.000, 0.000);64.700;VALID;(0.107, 0.070, 0.992);(-0.033, 0.000, 0.000);0.387;4.814;12.440;VALID;(0.107, 0.070, 0.992);(0.033, 0.000, 0.000);0.438;5.372;12.272;2;0.9593762
6656;1000000486178651977;63862092698565;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.107, 0.071, 0.992);(0.000, 0.000, 0.000);64.700;VALID;(0.107, 0.071, 0.992);(-0.033, 0.000, 0.000);0.387;4.813;12.440;VALID;(0.107, 0.071, 0.992);(0.033, 0.000, 0.000);0.438;5.375;12.272;2;0.9606628
6657;1000000486183653959;63862092698565;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.107, 0.071, 0.992);(0.000, 0.000, 0.000);64.700;VALID;(0.107, 0.071, 0.992);(-0.033, 0.000, 0.000);0.387;4.812;12.440;VALID;(0.107, 0.071, 0.992);(0.033, 0.000, 0.000);0.438;5.378;12.272;2;0.9543887
6658;1000000486188655934;63862092698565;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.106, 0.071, 0.992);(0.000, 0.000, 0.000);64.700;VALID;(0.106, 0.071, 0.992);(-0.033, 0.000, 0.000);0.387;4.812;12.440;VALID;(0.106, 0.071, 0.992);(0.033, 0.000, 0.000);0.438;5.380;12.272;2;0.9836342
6659;1000000486193657902;63862092698575;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.106, 0.071, 0.992);(0.000, 0.000, 0.000);64.700;VALID;(0.106, 0.071, 0.992);(-0.033, 0.000, 0.000);0.387;4.811;12.440;VALID;(0.106, 0.071, 0.992);(0.033, 0.000, 0.000);0.439;5.382;12.272;2;0.9782844
6660;1000000486198659848;63862092698576;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.106, 0.071, 0.992);(0.000, 0.000, 0.000);64.700;VALID;(0.106, 0.071, 0.992);(-0.033, 0.000, 0.000);0.387;4.810;12.440;VALID;(0.106, 0.071, 0.992);(0.033, 0.000, 0.000);0.439;5.384;12.272;2;0.9840671
6661;1000000486203661826;63862092698588;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.105, 0.071, 0.992);(0.000, 0.000, 0.000);64.700;VALID;(0.105, 0.071, 0.992);(-0.033, 0.000, 0.000);0.387;4.810;12.440;VALID;(0.105, 0.071, 0.992);(0.033, 0.000, 0.000);0.439;5.386;12.272;2;0.9783293
6662;1000000486208663797;63862092698588;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.105, 0.071, 0.992);(0.000, 0.000, 0.000);64.700;VALID;(0.105, 0.071, 0.992);(-0.033, 0.000, 0.000);0.387;4.810;12.440;VALID;(0.105, 0.071, 0.992);(0.033, 0.000, 0.000);0.439;5.387;12.272;2;0.9647394
6663;1000000486213665761;63862092698598;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.105, 0.071, 0.992);(0.000, 0.000, 0.000);64.700;VALID;(0.105, 0.071, 0.992);(-0.033, 0.000, 0.000);0.387;4.810;12.440;VALID;(0.105, 0.071, 0.992);(0.033, 0.000, 0.000);0.439;5.389;12.272;2;0.9222617
6664;1000000486218667718;63862092698598;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.104, 0.071, 0.992);(0.000, 0.000, 0.000);64.700;VALID;(0.104, 0.071, 0.992);(-0.033, 0.000, 0.000);0.387;4.810;12.440;VALID;(0.104, 0.071, 0.992);(0.033, 0.000, 0.000);0.439;5.390;12.272;2;0.9100137
6665;1000000486223669668;63862092698609;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.104, 0.071, 0.992);(0.000, 0.000, 0.000);64.700;VALID;(0.104, 0.071, 0.992);(-0.033, 0.000, 0.000);0.387;4.810;12.440;VALID;(0.104, 0.071, 0.992);(0.033, 0.000, 0.000);0.439;5.390;12.272;2;0.8978429
6666;1000000486228671692;63862092698609;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.104, 0.071, 0.992);(0.000, 0.000, 0.000);64.700;VALID;(0.104, 0.071, 0.992);(-0.033, 0.000, 0.000);0.387;4.811;12.440;VALID;(0.104, 0.071, 0.992);(0.033, 0.000, 0.000);0.439;5.390;12.272;2;0.8843895
6667;1000000486233673716;63862092698609;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.104, 0.071, 0.992);(0.000, 0.000, 0.000);64.700;VALID;(0.104, 0.071, 0.992);(-0.033, 0.000, 0.000);0.387;4.811;12.440;VALID;(0.104, 0.071, 0.992);(0.033, 0.000, 0.000);0.439;5.391;12.272;2;0.927458
6668;1000000486238675759;63862092698620;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.104, 0.071, 0.992);(0.000, 0.000, 0.000);64.700;VALID;(0.104, 0.071, 0.992);(-0.033, 0.000, 0.000);0.387;4.811;12.440;VALID;(0.104, 0.071, 0.992);(0.033, 0.000, 0.000);0.439;5.392;12.272;2;0.9260815
6669;1000000486243677794;63862092698620;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(0.104, 0.071, 0.992);(0.000, 0.000, 0.000);64.700;VALID;(0.104, 0.071, 0.992);(-0.033, 0.000, 0.000);0.387;4.811;12.440;VALID;(0.104, 0.071, 0.992);(0.033, 0.000, 0.000);0.439;5.393;12.272;2;0.8994411
