Frame;CaptureTime;LogTime;HMDPosition;HMDRotation;GazeStatus;CombinedGazeForward;CombinedGazePosition;InterPupillaryDistanceInMM;LeftEyeStatus;LeftEyeForward;LeftEyePosition;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;RightEyeStatus;RightEyeForward;RightEyePosition;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;FocusDistance;FocusStability
6342;1000000484608017022;63862092697395;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.069, 0.001, 0.998);(0.000, 0.000, 0.000);63.625;VALID;(-0.069, 0.001, 0.998);(-0.033, 0.000, 0.000);0.000;4.470;0.000;VALID;(-0.069, 0.001, 0.998);(0.033, 0.000, 0.000);0.000;5.172;0.000;2;0.7720442
6343;1000000484613019306;63862092697395;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.070, 0.002, 0.998);(0.000, 0.000, 0.000);63.625;VALID;(-0.070, 0.002, 0.998);(-0.033, 0.000, 0.000);0.000;4.468;0.000;VALID;(-0.070, 0.002, 0.998);(0.033, 0.000, 0.000);0.000;5.170;0.000;2;0.7913842
6344;1000000484618021717;63862092697395;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.071, 0.003, 0.997);(0.000, 0.000, 0.000);63.625;VALID;(-0.071, 0.003, 0.997);(-0.033, 0.000, 0.000);0.000;4.466;0.000;VALID;(-0.071, 0.003, 0.997);(0.033, 0.000, 0.000);0.000;5.169;0.000;2;0.7743267
6345;1000000484623024254;63862092697395;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.071, 0.003, 0.997);(0.000, 0.000, 0.000);63.625;VALID;(-0.071, 0.003, 0.997);(-0.033, 0.000, 0.000);0.000;4.466;0.000;VALID;(-0.071, 0.003, 0.997);(0.033, 0.000, 0.000);0.000;5.167;0.000;2;0.7747211
6346;1000000484628023430;63862092697395;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.072, 0.004, 0.997);(0.000, 0.000, 0.000);63.625;VALID;(-0.072, 0.004, 0.997);(-0.033, 0.000, 0.000);0.000;4.464;0.000;VALID;(-0.072, 0.004, 0.997);(0.033, 0.000, 0.000);0.000;5.164;0.000;2;0.7836642
6347;1000000484633022744;63862092697395;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.072, 0.004, 0.997);(0.000, 0.000, 0.000);63.625;VALID;(-0.072, 0.004, 0.997);(-0.033, 0.000, 0.000);0.000;4.464;0.000;VALID;(-0.072, 0.004, 0.997);(0.033, 0.000, 0.000);0.000;5.162;0.000;2;0.778479
6348;1000000484638025519;63862092697395;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.072, 0.005, 0.997);(0.000, 0.000, 0.000);63.625;VALID;(-0.072, 0.005, 0.997);(-0.033, 0.000, 0.000);0.000;4.461;0.000;VALID;(-0.072, 0.005, 0.997);(0.033, 0.000, 0.000);0.000;5.160;0.000;2;0.8171524
6349;1000000484643028257;63862092697395;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.073, 0.005, 0.997);(0.000, 0.000, 0.000);63.625;VALID;(-0.073, 0.005, 0.997);(-0.033, 0.000, 0.000);0.000;4.457;0.000;VALID;(-0.073, 0.005, 0.997);(0.033, 0.000, 0.000);0.000;5.158;0.000;2;0.8408082
6350;1000000484648030904;63862092697395;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.073, 0.005, 0.997);(0.000, 0.000, 0.000);63.625;VALID;(-0.073, 0.005, 0.997);(-0.033, 0.000, 0.000);0.000;4.453;0.000;VALID;(-0.073, 0.005, 0.997);(0.033, 0.000, 0.000);0.000;5.158;0.000;2;0.8563296
6351;1000000484653033407;63862092697395;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.074, 0.005, 0.997);(0.000, 0.000, 0.000);63.625;VALID;(-0.074, 0.005, 0.997);(-0.033, 0.000, 0.000);0.000;4.451;0.000;VALID;(-0.074, 0.005, 0.997);(0.033, 0.000, 0.000);0.000;5.158;0.000;2;0.8956257
6352;1000000484658035766;63862092697395;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.074, 0.006, 0.997);(0.000, 0.000, 0.000);63.625;VALID;(-0.074, 0.006, 0.997);(-0.033, 0.000, 0.000);0.000;4.449;0.000;VALID;(-0.074, 0.006, 0.997);(0.033, 0.000, 0.000);0.000;5.158;0.000;2;0.9077764
6353;1000000484663037981;63862092697395;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.075, 0.006, 0.997);(0.000, 0.000, 0.000);63.625;VALID;(-0.075, 0.006, 0.997);(-0.033, 0.000, 0.000);0.000;4.447;0.000;VALID;(-0.075, 0.006, 0.997);(0.033, 0.000, 0.000);0.000;5.159;0.000;2;0.8826534
6354;1000000484668040054;63862092697395;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.076, 0.007, 0.997);(0.000, 0.000, 0.000);63.625;VALID;(-0.076, 0.007, 0.997);(-0.033, 0.000, 0.000);0.000;4.446;0.000;VALID;(-0.076, 0.007, 0.997);(0.033, 0.000, 0.000);0.000;5.161;0.000;2;0.8568314
6355;1000000484673041985;63862092697395;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.076, 0.007, 0.997);(0.000, 0.000, 0.000);63.625;VALID;(-0.076, 0.007, 0.997);(-0.033, 0.000, 0.000);0.000;4.445;0.000;VALID;(-0.076, 0.007, 0.997);(0.033, 0.000, 0.000);0.000;5.163;0.000;2;0.8596471
6356;1000000484678043855;63862092697395;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.077, 0.007, 0.997);(0.000, 0.000, 0.000);63.625;VALID;(-0.077, 0.007, 0.997);(-0.033, 0.000, 0.000);0.000;4.445;0.000;VALID;(-0.077, 0.007, 0.997);(0.033, 0.000, 0.000);0.000;5.163;0.000;2;0.8830737
6357;1000000484683045827;63862092697396;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.077, 0.008, 0.997);(0.000, 0.000, 0.000);63.675;VALID;(-0.077, 0.008, 0.997);(-0.033, 0.000, 0.000);0.000;4.445;0.000;VALID;(-0.077, 0.008, 0.997);(0.033, 0.000, 0.000);0.000;5.165;0.000;2;0.8537987
6358;1000000484688047927;63862092697396;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.078, 0.008, 0.997);(0.000, 0.000, 0.000);63.675;VALID;(-0.078, 0.008, 0.997);(-0.033, 0.000, 0.000);0.000;4.444;0.000;VALID;(-0.078, 0.008, 0.997);(0.033, 0.000, 0.000);0.000;5.167;0.000;2;0.8466989
6359;1000000484693050155;63862092697396;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.078, 0.009, 0.997);(0.000, 0.000, 0.000);63.675;VALID;(-0.078, 0.009, 0.997);(-0.033, 0.000, 0.000);0.000;4.444;0.000;VALID;(-0.078, 0.009, 0.997);(0.033, 0.000, 0.000);0.000;5.169;0.000;2;0.8436639
6360;1000000484698052511;63862092697396;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.079, 0.009, 0.997);(0.000, 0.000, 0.000);63.675;VALID;(-0.079, 0.009, 0.997);(-0.033, 0.000, 0.000);0.000;4.444;0.000;VALID;(-0.079, 0.009, 0.997);(0.033, 0.000, 0.000);0.000;5.168;0.000;2;0.8507389
6361;1000000484703054994;63862092697396;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.080, 0.010, 0.997);(0.000, 0.000, 0.000);63.675;VALID;(-0.080, 0.010, 0.997);(-0.033, 0.000, 0.000);0.000;4.445;0.000;VALID;(-0.080, 0.010, 0.997);(0.033, 0.000, 0.000);0.000;5.170;0.000;2;0.8222534
6362;1000000484708054116;63862092697396;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.078, 0.008, 0.997);(0.000, 0.000, 0.000);63.675;VALID;(-0.078, 0.008, 0.997);(-0.033, 0.000, 0.000);0.000;4.445;0.000;VALID;(-0.078, 0.008, 0.997);(0.033, 0.000, 0.000);0.000;5.173;0.000;2;0.3172609
6363;1000000484713053349;63862092697396;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.077, 0.008, 0.997);(0.000, 0.000, 0.000);63.675;VALID;(-0.077, 0.008, 0.997);(-0.033, 0.000, 0.000);0.000;4.445;0.000;VALID;(-0.077, 0.008, 0.997);(0.033, 0.000, 0.000);0.000;5.181;0.000;2;0.2969163
6364;1000000484718056098;63862092697396;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.076, 0.007, 0.997);(0.000, 0.000, 0.000);63.675;VALID;(-0.076, 0.007, 0.997);(-0.033, 0.000, 0.000);0.000;4.441;0.000;VALID;(-0.076, 0.007, 0.997);(0.033, 0.000, 0.000);0.000;5.190;0.000;2;0.2849895
6365;1000000484723058837;63862092697396;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.074, 0.006, 0.997);(0.000, 0.000, 0.000);63.675;VALID;(-0.074, 0.006, 0.997);(-0.033, 0.000, 0.000);0.000;4.428;0.000;VALID;(-0.074, 0.006, 0.997);(0.033, 0.000, 0.000);0.000;5.193;0.000;2;0.1715584
6366;1000000484728061459;63862092697396;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.070, 0.005, 0.998);(0.000, 0.000, 0.000);63.675;VALID;(-0.070, 0.005, 0.998);(-0.033, 0.000, 0.000);0.000;4.421;0.000;VALID;(-0.070, 0.005, 0.998);(0.033, 0.000, 0.000);0.000;5.194;0.000;2;0.09611879
6367;1000000484733063936;63862092697396;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.066, 0.003, 0.998);(0.000, 0.000, 0.000);63.675;VALID;(-0.066, 0.003, 0.998);(-0.033, 0.000, 0.000);0.000;4.417;0.000;VALID;(-0.066, 0.003, 0.998);(0.033, 0.000, 0.000);0.000;5.194;0.000;2;0.07975796
6368;1000000484738066269;63862092697396;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.061, 0.001, 0.998);(0.000, 0.000, 0.000);63.675;VALID;(-0.061, 0.001, 0.998);(-0.033, 0.000, 0.000);0.000;4.415;0.000;VALID;(-0.061, 0.001, 0.998);(0.033, 0.000, 0.000);0.000;5.194;0.000;2;0.06626768
6369;1000000484743068459;63862092697396;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.057, -0.001, 0.998);(0.000, 0.000, 0.000);63.675;VALID;(-0.057, -0.001, 0.998);(-0.033, 0.000, 0.000);0.000;4.414;0.000;VALID;(-0.057, -0.001, 0.998);(0.033, 0.000, 0.000);0.000;5.192;0.000;2;0.06079922
6370;1000000484748070506;63862092697396;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.053, -0.002, 0.999);(0.000, 0.000, 0.000);63.675;VALID;(-0.053, -0.002, 0.999);(-0.033, 0.000, 0.000);0.000;4.414;0.000;VALID;(-0.053, -0.002, 0.999);(0.033, 0.000, 0.000);0.000;5.190;0.000;2;0.04834815
6371;1000000484753072411;63862092697396;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.049, -0.004, 0.999);(0.000, 0.000, 0.000);63.675;VALID;(-0.049, -0.004, 0.999);(-0.033, 0.000, 0.000);0.000;4.414;0.000;VALID;(-0.049, -0.004, 0.999);(0.033, 0.000, 0.000);0.000;5.189;0.000;2;0.04329102
6372;1000000484758074255;63862092697396;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.045, -0.005, 0.999);(0.000, 0.000, 0.000);63.675;VALID;(-0.045, -0.005, 0.999);(-0.033, 0.000, 0.000);0.000;4.414;0.000;VALID;(-0.045, -0.005, 0.999);(0.033, 0.000, 0.000);0.000;5.188;0.000;2;0.07899716
6373;1000000484763076173;63862092697396;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.042, -0.006, 0.999);(0.000, 0.000, 0.000);63.600;VALID;(-0.042, -0.006, 0.999);(-0.033, 0.000, 0.000);0.000;4.416;0.000;VALID;(-0.042, -0.006, 0.999);(0.033, 0.000, 0.000);0.000;5.188;0.000;2;0.08468992
6374;1000000484768078220;63862092697396;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.039, -0.007, 0.999);(0.000, 0.000, 0.000);63.600;VALID;(-0.039, -0.007, 0.999);(-0.033, 0.000, 0.000);0.000;4.419;0.000;VALID;(-0.039, -0.007, 0.999);(0.033, 0.000, 0.000);0.000;5.187;0.000;2;0.07156596
6375;1000000484773080395;63862092697396;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.037, -0.008, 0.999);(0.000, 0.000, 0.000);63.600;VALID;(-0.037, -0.008, 0.999);(-0.033, 0.000, 0.000);0.000;4.424;0.000;VALID;(-0.037, -0.008, 0.999);(0.033, 0.000, 0.000);0.000;5.187;0.000;2;0.06319086
6376;1000000484778082698;63862092697396;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.034, -0.009, 0.999);(0.000, 0.000, 0.000);63.600;VALID;(-0.034, -0.009, 0.999);(-0.033, 0.000, 0.000);0.000;4.430;0.000;VALID;(-0.034, -0.009, 0.999);(0.033, 0.000, 0.000);0.000;5.186;0.000;2;0.07586069
6377;1000000484783085129;63862092697396;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.032, -0.009, 0.999);(0.000, 0.000, 0.000);63.600;VALID;(-0.032, -0.009, 0.999);(-0.033, 0.000, 0.000);0.000;4.437;0.000;VALID;(-0.032, -0.009, 0.999);(0.033, 0.000, 0.000);0.000;5.185;0.000;2;0.08289328
6378;1000000484788087687;63862092697396;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.031, -0.010, 0.999);(0.000, 0.000, 0.000);63.600;VALID;(-0.031, -0.010, 0.999);(-0.033, 0.000, 0.000);0.000;4.442;0.000;VALID;(-0.031, -0.010, 0.999);(0.033, 0.000, 0.000);0.000;5.183;0.000;2;0.1008182
6379;1000000484793086883;63862092697396;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.029, -0.010, 1.000);(0.000, 0.000, 0.000);63.600;VALID;(-0.029, -0.010, 1.000);(-0.033, 0.000, 0.000);0.000;4.444;0.000;VALID;(-0.029, -0.010, 1.000);(0.033, 0.000, 0.000);0.000;5.180;0.000;2;0.09909733
6380;1000000484798089622;63862092697396;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.029, -0.010, 1.000);(0.000, 0.000, 0.000);63.600;VALID;(-0.029, -0.010, 1.000);(-0.033, 0.000, 0.000);0.000;4.447;0.000;VALID;(-0.029, -0.010, 1.000);(0.033, 0.000, 0.000);0.000;5.177;0.000;2;0.1302709
6381;1000000484803092351;63862092697396;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.029, -0.011, 1.000);(0.000, 0.000, 0.000);63.600;VALID;(-0.029, -0.011, 1.000);(-0.033, 0.000, 0.000);0.000;4.450;0.000;VALID;(-0.029, -0.011, 1.000);(0.033, 0.000, 0.000);0.000;5.176;0.000;2;0.631395
6382;1000000484808094935;63862092697396;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.029, -0.011, 1.000);(0.000, 0.000, 0.000);63.600;VALID;(-0.029, -0.011, 1.000);(-0.033, 0.000, 0.000);0.000;4.452;0.000;VALID;(-0.029, -0.011, 1.000);(0.033, 0.000, 0.000);0.000;5.176;0.000;2;0.6627018
6383;1000000484813097375;63862092697396;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.029, -0.011, 1.000);(0.000, 0.000, 0.000);63.600;VALID;(-0.029, -0.011, 1.000);(-0.033, 0.000, 0.000);0.000;4.454;0.000;VALID;(-0.029, -0.011, 1.000);(0.033, 0.000, 0.000);0.000;5.175;0.000;2;0.6746144
6384;1000000484818099672;63862092697396;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.029, -0.011, 1.000);(0.000, 0.000, 0.000);63.600;VALID;(-0.029, -0.011, 1.000);(-0.033, 0.000, 0.000);0.000;4.455;0.000;VALID;(-0.029, -0.011, 1.000);(0.033, 0.000, 0.000);0.000;5.175;0.000;2;0.7900835
6385;1000000484823101826;63862092697396;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.029, -0.011, 1.000);(0.000, 0.000, 0.000);63.600;VALID;(-0.029, -0.011, 1.000);(-0.033, 0.000, 0.000);0.000;4.456;0.000;VALID;(-0.029, -0.011, 1.000);(0.033, 0.000, 0.000);0.000;5.175;0.000;2;0.8603099
6386;1000000484828103836;63862092697397;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.030, -0.011, 1.000);(0.000, 0.000, 0.000);63.600;VALID;(-0.030, -0.011, 1.000);(-0.033, 0.000, 0.000);0.000;4.457;0.000;VALID;(-0.030, -0.011, 1.000);(0.033, 0.000, 0.000);0.000;5.176;0.000;2;0.8898469
6387;1000000484833105704;63862092697397;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.030, -0.010, 1.000);(0.000, 0.000, 0.000);63.600;VALID;(-0.030, -0.010, 1.000);(-0.033, 0.000, 0.000);0.000;4.458;0.000;VALID;(-0.030, -0.010, 1.000);(0.033, 0.000, 0.000);0.000;5.177;0.000;2;0.9036022
6388;1000000484838107538;63862092697397;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.030, -0.010, 0.999);(0.000, 0.000, 0.000);63.600;VALID;(-0.030, -0.010, 0.999);(-0.033, 0.000, 0.000);0.000;4.460;0.000;VALID;(-0.030, -0.010, 0.999);(0.033, 0.000, 0.000);0.000;5.178;0.000;2;0.908294
6389;1000000484843109393;63862092697397;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.030, -0.010, 0.999);(0.000, 0.000, 0.000);63.600;VALID;(-0.030, -0.010, 0.999);(-0.033, 0.000, 0.000);0.000;4.463;0.000;VALID;(-0.030, -0.010, 0.999);(0.033, 0.000, 0.000);0.000;5.180;0.000;2;0.9021508
6390;1000000484848111377;63862092697397;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.031, -0.010, 0.999);(0.000, 0.000, 0.000);63.600;VALID;(-0.031, -0.010, 0.999);(-0.033, 0.000, 0.000);0.000;4.465;0.000;VALID;(-0.031, -0.010, 0.999);(0.033, 0.000, 0.000);0.000;5.182;0.000;2;0.9145737
6391;1000000484853113488;63862092697397;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.031, -0.010, 0.999);(0.000, 0.000, 0.000);63.600;VALID;(-0.031, -0.010, 0.999);(-0.033, 0.000, 0.000);0.000;4.468;0.000;VALID;(-0.031, -0.010, 0.999);(0.033, 0.000, 0.000);0.000;5.183;0.000;2;0.9131398
6392;1000000484858115727;63862092697397;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.032, -0.010, 0.999);(0.000, 0.000, 0.000);63.600;VALID;(-0.032, -0.010, 0.999);(-0.033, 0.000, 0.000);0.000;4.470;0.000;VALID;(-0.032, -0.010, 0.999);(0.033, 0.000, 0.000);0.000;5.184;0.000;2;0.928985
6393;1000000484863118094;63862092697397;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.032, -0.010, 0.999);(0.000, 0.000, 0.000);63.600;VALID;(-0.032, -0.010, 0.999);(-0.033, 0.000, 0.000);0.000;4.471;0.000;VALID;(-0.032, -0.010, 0.999);(0.033, 0.000, 0.000);0.000;5.185;0.000;2;0.9359569
6394;1000000484868120588;63862092697397;(0.000, 0.000, 0.000);(0.000, 0.000, 0.000, 1.000);VALID;(-0.032, -0.009, 0.999);(0.000, 0.000, 0.000);63.600;VALID;(-0.032, -0.009, 0.999);(-0.033, 0.000, 0.000);0.000;4.472;0.000;VALID;(-0.032, -0.009, 0.999);(0.033, 0.000, 0.000);0.000;5.185;0.000;2;0.954825
